rowid,school_name,shool_code
4987,长春外国语实验学校,2201040080073422001284341
4988,长春市第九中学,2201040092003422000282342
4989,吉林交通职业技术学院(其他中职机构),2201040092003622000368369
4990,长春市文达中等职业学校,2201040702003622000226365
4991,长春市丰力机械中等职业学校,2201040702003622000426365
4992,长春市现代职业技术学校,2201040702013622000022365
4993,长春市博大中等职业学校,2201040702013622000351365
4994,长春市东北科技职业技术学校,2201040702023622000386365
4995,长春信息技术职业学院(附设中职班),2201040702024122013916368
4996,长春信息技术职业学院(其他中职机构),2201040702033622000364369
4997,长春市名流中等职业学校,2201040702043622000222365
4998,吉林大学附属实验中学,2201041457944895663999
4999,吉林交通职业技术学院(附设中职班),2201042703014122012049368
5000,吉林省国际商务学校,2201042703033622000340365
5001,长春市二道区教师进修学校,2201050010013622000237364
5002,长春日章学园高中,2201050020013422000157342
5003,吉林省医药中等职业学校,2201050030013622000235365
5004,长春市商业职业技术学校,2201050030013622000331365
5005,长春市第二十九中学,2201050030023422000155342
5006,长春医学高等专科学校(其他中职机构),2201050030033622000248369
5007,长春市第六中学,2201050030053422000156342
5008,长春高新职业技术学校,2201050072003622000034365
5009,长春市第十六中学,2201050701003422000158342
5010,长春市海乘中等职业学校,2201050701013622000390365
5011,长春市汽车中等职业学校,2201050701033622000219365
5012,长春医学高等专科学校(附设中职班),2201050701044122011823368
5013,长春市艺术设计学校,2201050701053622000242362
5014,吉林军星艺术学校,2201050701063622000231365
5015,吉林科技职业技术学院(其他中职机构),2201051002003622000073369
5016,长春市博文中等职业学校,2201051002003622000363365
5017,吉林科技职业技术学院(附设中职班),2201051002004122014291368
5018,九台市第四中学,2201051713003422000183341
5019,长春市综合实验中学,2201051732003422000154341
5020,长春市实践教育学校,2201052702013622000355365
5021,吉林省长春现代管理学校,2201060010013622000039365
5022,长春市第二中等专业学校,2201060010013622000055362
5023,长春市华源中等职业学校,2201060010043622000338365
5024,长春水利电力学校,2201060010063622000035365
5025,长春市前沿工业信息中等职业学校,2201060010063622000342365
5026,长春市十一高中,2201060030013422000033342
5027,长春市十一高中分部,2201060030013422000034342
5028,吉林工程技术师范学院附属中专,2201060030013622000358365
5029,吉林工程技术师范学院,2201060030014122010204368
5030,长春工业职业学校,2201060030043622000037365
5031,长春市德丰中等职业学校,2201060030043622000427365
5032,吉林省歌舞剧院艺术中等职业学校,2201060030103622000047365
5033,长春市绿园区教师进修学校,2201060030113622000032364
5034,长春市清蒲中学,2201060050063422000005341
5035,长春市第一三六中学,2201060050113422000035342
5036,长春市解放大路学校,2201060100013422001287341
5037,长春国际经济贸易职业中专,2201060100043622000389365
5038,长春市创业中等职业学校,2201060102003622000033365
5039,长春市第十九中学,2201060102023422000032341
5040,长春汽车经济技术开发区第三中学,2201060701053422000024342
5041,长春富晟汽车中等职业学校,2201060701053622000036365
5042,长春地质中等职业学校,2201060701053622000391365
5043,吉林省经济贸易职业中等专业学校,2201060711003622000038365
5044,长春市同盟中等职业学校,2201060711003622000043365
5045,长春市雁鸣俄语中等职业学校,2201061020063622000325365
5046,长春市嘉恒中等职业学校,2201061022043622000048365
5047,长春市机械工业学校,2201061703023622000057362
5048,长春市第一五○中学,2201120010053422000069342
5049,长春市双阳区教师进修学校,2201120010053622000130364
5050,长春市第一五一中学,2201120010083422000068342
5051,双阳卫生职工中等专业学校,2201120010083622000133364
5052,长春市第七中等专业学校,2201120010093622000131362
5053,双阳区第七职业成人教育学校,2201121022003622000132365
5054,九台市教师进修学校,2201130010013622000299364
5055,九台市师范高级中学,2201130010053422000123342
5056,九台市实验高中,2201130010053422000124342
5057,九台市第一中学,2201130010063422000132342
5058,九台市营城第一高级中学,2201130020033422000122342
5059,九台市职业技术教育中心,2201130032103622000324365
5060,农安卫生职工中等专业学校,2201221000023622000127369
5061,农安县第十中学,2201221000033422000075342
5062,长春市农安高级中学,2201221000033422000076342
5063,农安县实验中学,2201221000033422000077342
5064,农安县教师进修学校,2201221000033622000129364
5065,农安县特殊教育学校,2201221000035122000011368
5066,长春市龙翔学校,2201221000043422000070341
5067,农安县职业教育中心,2201221000043622000128365
5068,农安县伏龙泉镇中学,2201221012053422000071341
5069,农安县哈拉海镇高级中学,2201221020013422000078342
5070,农安县靠山镇高级中学,2201221030013422000079342
5071,农安县三盛玉镇中学,2201221082003422000072341
5072,农安县巴吉垒镇中学,2201221092003422000073341
5073,农安县万顺乡中学,2201222032003422000074341
5074,东北师范大学附属实验学校,2201721553562650673999
5075,长春汽车经济技术开发区第六中学,2201741552877216078999
5076,榆树市职业技术教育中心,2201820010023622000125365
5077,榆树市第一中高级中学,2201820020033422000041342
5078,长春市榆树高级中学,2201820030023422000042342
5079,榆树市教师进修学校,2201820030023622000124364
5080,榆树市实验高级中学,2201820040013422000043342
5081,榆树市五棵树高级中学,2201821000013422000044342
5082,榆树市弓棚高级中学,2201821010013422000045342
5083,榆树市大坡镇职业高中,2201821030013622000126365
5084,榆树市新立高级中学,2201821060013422000046342
5085,德惠市第一中学,2201830010013422000163342
5086,德惠市教师进修学校,2201830010013622000257364
5087,德惠市实验中学,2201830020013422000162342
5088,德惠市中等职业技术学校(附设普通高中班),2201830020013622000030349
5089,德惠市中等职业技术学校(职业高中学校),2201830020013622000030365
5090,德惠市第四中学,2201830020023422000159341
5091,德惠市经济贸易学校,2201830020033622000252365
5092,德惠市博奥职业技术学校,2201830020033622000253365
5093,德惠市新大地职业学校,2201830020033622000254365
5094,德惠卫生职工中等专业学校,2201830020043622000256369
5095,德惠市第二职业技术学校,2201830040033622000031365
5096,长春市浦田农业技术中等职业学校,2201831032113622000425365
5097,德惠市第八中学,2201831050033422000161341
5098,德惠市第四职业中学,2201832012033622000255369
5099,吉林市体育运动学校,2202020010053622000182362
5100,吉林市昌邑区教师进修学校,2202020020013622000297364
5101,吉林市朝鲜族中学校,2202020030063422000098341
5102,吉林市第十三中学,2202020030063422000126341
5103,吉林江城中学,2202020040043422000127341
5104,吉林市桃源职业技术学校,2202020070033622000275369
5105,吉林市田家炳高级中学,2202020070043422000096342
5106,吉林铁道职业技术学院,2202020070043622000432369
5107,吉林市碧毕羿溪(BBEC)中等职业学校,2202020080063622000152369
5108,吉林市第四中学校,2202020090013422000097342
5109,吉林省城市建设学校,2202020120013622000181362
5110,吉林航空工程学校,2202020130013622000179362
5111,吉林市双吉中学,2202020130023422000140341
5112,吉林市第十八中学,2202020701003422000128341
5113,吉林机电工程学校,2202020701003622000180362
5114,吉林市第九中学校,2202021457878021588999
5115,吉林市第十二中学校,2202030010013422000063342
5116,吉林市龙潭区教师进修学校,2202030040033622000298364
5117,吉林电子信息职业技术学院,2202030060013622000433369
5118,吉林工业工程学校,2202030070013622000201365
5119,吉林市龙潭区江机中学校,2202030070023422000129341
5120,吉化第三中学校,2202030080023422000065341
5121,吉化第一高级中学,2202030090023422000064342
5122,吉林信息工程学校,2202030090023622000203362
5123,吉林石化工程学校,2202030090053622000202365
5124,吉林市第三中学校,2202031000013422000066341
5125,吉林市吉化第九中学,2202031458135834053999
5126,吉林市毓文中学,2202040010023422000093342
5127,吉林轻工业学校,2202040040013622000295365
5128,吉林卫生学校,2202040050043622000193362
5129,吉林市实验中学校,2202040060023422000094342
5130,吉林工业经济学校,2202040060023622000154362
5131,吉林市九华外事学校,2202040060023622000194365
5132,吉林机械工业学校,2202040070023622000291365
5133,吉林特殊教育中等职业技术学校,2202040070043622000287369
5134,吉林市船营区教师进修学校,2202040100043622000414364
5135,吉林商务旅游学校,2202040110043622000077361
5136,吉林市华成中等职业技术学校,2202040110043622000289369
5137,吉林市第一中学校,2202040110053422000095342
5138,吉林工贸学校,2202040110053622000292365
5139,吉林市亚桥春蕾中等职业学校,2202041022003622000443365
5140,吉林市丰满区教师进修学校,2202110020063622000415364
5141,吉林市亚东中等职业技术学校,2202110701013622000072365
5142,吉林财经学校,2202110701013622000198362
5143,吉林工业职业技术学院,2202110701013622000434369
5144,吉林市第二中学校,2202110701023422000085342
5145,北华大学师范分院,2202110701023622000264369
5146,吉林松花江中学,2202110701053422000087341
5147,吉林市第五十五中学校,2202110713043422000086342
5148,吉林高新区万信培训学校,2202111491742658535999
5149,吉林经济贸易学校,2202112012003622000199362
5150,吉林女子学校,2202112703073622000293365
5151,永吉卫生职工中等专业学校,2202211000013622000284364
5152,永吉县第四中学,2202211000033422000185342
5153,永吉县朝鲜族第一中学,2202211000033422000186341
5154,永吉实验高级中学,2202211000053422000184342
5155,永吉县教师进修学校,2202211000063622000285364
5156,永吉县实验职业高中,2202211000063622000286365
5157,蛟河市教师进修学校,2202810010023622000196364
5158,蛟河市职业教育中心,2202810022013622000134365
5159,蛟河市第一中学校,2202810032003422000082342
5160,蛟河市朝鲜族中学校,2202810032003422000084341
5161,蛟河市第二高级中学校,2202810032033422000081342
5162,蛟河卫生职工中等专业学校,2202810032033622000195364
5163,蛟河市实验中学,2202810062013422000083342
5164,桦甸市第四中学,2202820010013422000116342
5165,桦甸卫生职工中等专业学校,2202820010013622000172364
5166,桦甸市教师进修学校,2202820010013622000173364
5167,桦甸市职业教育中心,2202820010013622000174365
5168,桦甸市第一中学,2202820010023422000113342
5169,桦甸市第八中学,2202820050013422000117342
5170,舒兰市第二高级中学校,2202830010043422000134342
5171,舒兰市职业高级中学校,2202830020033622000176365
5172,舒兰市第十八中学,2202830040053422000135342
5173,舒兰市实验中学校,2202830050013422000136342
5174,舒兰市第一中学校,2202830050013422000137342
5175,舒兰市朝鲜族第一中学校,2202830050013422000138341
5176,舒兰市教师进修学校,2202830050013622000175364
5177,磐石市职业教育中心,2202840012083622000273365
5178,磐石市第二中学校,2202840020023422000171342
5179,磐石市红光中学校,2202840020033422000172341
5180,磐石市第一中学校,2202840030013422000169342
5181,磐石市第五中学校,2202840701003422000170342
5182,磐石市教师进修学校,2202840701003622000267364
5183,磐石市实验中学,2202841000023422000168341
5184,四平市实验中学,2203020020063422000059342
5185,四平特殊教育学校,2203022002023622000069362
5186,四平市聋哑学校,2203022002023622000099369
5187,四平市艺术学校,2203022002073122000246368
5188,四平市世英实验中学,2203022002073422000057341
5189,吉林省四平卫生学校,2203022002073622000070362
5190,四平市医护卫生学校,2203022002073622000071362
5191,四平市商业学校,2203022002073622000074362
5192,四平市城乡建设职工中等专业学校,2203022002073622000080364
5193,四平市经济贸易学校,2203022002073622000081364
5194,四平市群英职业技术学校,2203022002073622000084365
5195,四平市铁西区教师进修学校,2203022002073622000097364
5196,吉林师范大学分院,2203022002073622000100369
5197,四平市职业技术教育中心,2203022002073622000102365
5198,四平市吉成职业技术学校,2203022002073622000103365
5199,四平市商务职业技术学校,2203022002073622000104365
5200,四平年年国际动画学校,2203024004983622000162365
5201,四平市第三高级中学,2203030020023422000060342
5202,四平市第一高级中学,2203030030043422000061342
5203,四平市田家炳中学,2203030030043422000062342
5204,四平市铁东区教师进修学校,2203030060053622000159364
5205,四平市铁东区石岭职业高中,2203031012083122001292368
5206,四平市轻化工学校,2203031703003622000106362
5207,吉林工程职业学院,2203031703003622000107362
5208,四平粮食职工中等专业学校,2203031703003622000108364
5209,四平市第三职业高中,2203031703003622000109365
5210,四平市海银职业技术学校,2203031703003622000112365
5211,四平市隆百洲中等职业技术学校,2203031703003622000113365
5212,梨树县育才中学,2203221000013422000050341
5213,梨树县第一高级中学,2203221000013422000052342
5214,梨树实验中学,2203221000013422000055342
5215,梨树县技工学校,2203221000013622000061365
5216,梨树卫生职工中等专业学校,2203221000013622000064364
5217,梨树县教师进修学校,2203221000023622000060364
5218,梨树县职业中等专业学校,2203221000023622000062365
5219,梨树县第二中学,2203221000033422000049341
5220,四平农村成人高等专科学校,2203221002013622000065369
5221,梨树县郭家店高级中学校,2203221010053422000053342
5222,梨树县榆树台镇第一中学,2203221020023422000051341
5223,四平辽河农垦管理区职业技术学校,2203221030033622000063365
5224,四平辽河农垦管理区高级中学,2203221030043422000048342
5225,伊通满族自治县满族高级中学校,2203231000023422000018342
5226,伊通农村成人中等专业学校,2203231000033622000021364
5227,伊通满族自治县教师进修学校,2203231000033622000023364
5228,伊通满族自治县第一职业高级中学校,2203231000033622000024365
5229,伊通中医卫生职工中等专业学校,2203231000033622000025364
5230,伊通满族自治县第一中学校,2203231000043422000017342
5231,伊通满族自治县第三中学校,2203231020013422000015341
5232,伊通满族自治县第二中学校,2203231062103422000016341
5233,四平农业工程学校,2203810010013622000121362
5234,公主岭卫生职工中等专业学校,2203810010013622000122364
5235,公主岭市第三中学,2203810030013422000199342
5236,公主岭市职业教育中心,2203810030013622000318365
5237,公主岭市第二中学,2203810030033422000200342
5238,公主岭市教师进修学校,2203810050043622000317364
5239,公主岭市朝鲜族学校,2203810050063122001301368
5240,公主岭市第一中学,2203810050063422000201342
5241,公主岭市蓝海中学,2203810060013422000193341
5242,公主岭市实验中学,2203810060033422000195341
5243,公主岭职业高中,2203810070013422001285345
5244,公主岭职业高中,2203810070013422001285368
5245,公主岭职业高中,2203810070013622000075365
5246,公主岭市范家屯镇第一中学,2203811030013422000202342
5247,公主岭市范家屯职业技术中学,2203811030013622000444365
5248,公主岭市怀德第一中学,2203811060013422000197341
5249,公主岭市杨大城子第一中学,2203811090013422000203342
5250,公主岭市秦家屯农业技术中学,2203811142093622000445365
5251,公主岭第五中学,2203811554112920193999
5252,双辽市实验中学,2203820010023422000022341
5253,双辽市世博职业技术学校,2203820022003622000028365
5254,双辽市职业高级中学,2203820030023622000026365
5255,双辽市第二中学,2203820032013422000021342
5256,双辽市第一中学,2203820040033422000019342
5257,双辽市教师进修学校,2203820040043622000029364
5258,吉林省双辽市职业中专,2203821020013622000027365
5259,辽源市工商学校,2204020703003622000276362
5260,吉林师范大学辽源分院,2204021002133622000282369
5261,辽源市志远高级中学,2204021980053422000173342
5262,辽源市实验高级中学,2204021980113422000175342
5263,辽源市卫生学校,2204021980123622000277362
5264,辽源市第五中学校,2204021980153422000174342
5265,辽源市第一职业高级中学校,2204021980153622000281365
5266,辽源市龙山区教师进修学校,2204021980163622000259364
5267,辽源职业技术学院,2204031980043622000435369
5268,辽源市西安区教师进修学校,2204031980063622000316364
5269,辽源矿业集团有限责任公司职工中等专业学校,2204031980073622000283364
5270,辽源市田家炳高级中学校,2204031980093422000176342
5271,东丰县第二中学,2204211000013422000001342
5272,东丰县教师进修学校,2204211000013622000303364
5273,东丰县第三中学,2204211000053422000187342
5274,东丰县朝鲜族中学,2204211000053422000188341
5275,东丰县农村成人中等专业学校,2204211002093622000306364
5276,东丰县职业高级中学,2204211002093622000307365
5277,东辽县第一高级中学校,2204221000023422000012342
5278,东辽县教师进修学校,2204221000023622000018364
5279,东辽县职业高级中学校,2204221002073622000017365
5280,东辽县第二高级中学校,2204221010013422000011342
5281,通化市东昌区教师进修学校,2205020020033622000288364
5282,通化市第十一中学(高级中学),2205020030113422000106342
5283,通化市第十一中学(附设中职班),2205020030113422000106368
5284,通化市靖宇中学,2205020040023422000107342
5285,通化市北方职业技术学校,2205020040023622000191365
5286,通化市旅游学校,2205020060013622000185365
5287,通化市朝鲜族中学,2205020060043422000109341
5288,通化农业学校,2205020060043622000183362
5289,通化师范学院分院,2205020060043622000184369
5290,通化市朝鲜族职业技术学校,2205020060043622000189369
5291,通化市工业学校,2205020060043622000268362
5292,通化市第一职业高级中学,2205020060043622000269365
5293,通化市第一中学校,2205020060053422000108342
5294,通化市特殊教育学校,2205020070045122000016368
5295,通化市体育运动学校,2205020070053622000187362
5296,通化市财经学校,2205020070063622000266362
5297,通化市卫生学校,2205022012003622000186362
5298,通化市工交职工中等专业学校,2205022012003622000188364
5299,通化市第十四中学,2205030020063422000125341
5300,通化市二道江区教师进修学校,2205030020063622000078364
5301,通化钢铁集团有限责任公司第一中学,2205030020083422000130342
5302,通化市钢铁公司第三中学,2205031458211827385999
5303,通化县第七中学,2205211000023422000189342
5304,通化县职业教育中心,2205211000043622000302365
5305,通化县综合高级中学,2205211000053422000190342
5306,通化县教师进修学校,2205211000053622000305364
5307,通化县第八中学,2205211459080242652999
5308,辉南县教师进修学校,2205231000013622000310364
5309,辉南县第一高级职业中学,2205231000013622000311365
5310,辉南县第六中学,2205231000023422000191342
5311,辉南县第一中学,2205231000023422000192342
5312,柳河县第一中学,2205241000033422000111342
5313,柳河县第八中学,2205241000053422000112342
5314,柳河县教师进修学校,2205241000053622000164364
5315,柳河卫生职工中等专业学校,2205241000053622000165364
5316,柳河县朝鲜族职业高级中学,2205241000053622000167365
5317,柳河县职业教育中心,2205241000073622000166365
5318,梅河口市第六中学,2205810010023422000260341
5319,梅河口市教师进修学校,2205810010023622000085364
5320,梅河口市卫生职工中等专业学校,2205810010033622000068364
5321,梅河口市朝鲜族高级职业中学,2205810020013622000115365
5322,梅河口职业技术学校,2205810020013622000119369
5323,梅河口市第五中学,2205810020023422000264342
5324,梅河口中等专业学校,2205810020023622000067362
5325,梅河口市第一职业高级中学,2205810020023622000098365
5326,梅河口市实验高级中学,2205810701003422000265342
5327,梅河口市博文学校,2205810711023422000261345
5328,梅河口市翰林中学,2205810721013422000262345
5329,梅河口市朝鲜族中学,2205810723063422000266341
5330,梅河口市第一中学,2205811000023422000263341
5331,集安市农村成人中等专业学校,2205820010023622000327364
5332,集安市综合高中,2205820010033422000114342
5333,集安市第一中学,2205820010033422000219342
5334,集安市职业教育中心(附设普通高中班),2205820010033622000332349
5335,集安市职业教育中心(职业高中学校),2205820010033622000332365
5336,集安市朝鲜族学校(十二年一贯制学校),2205820020013422000220345
5337,集安市朝鲜族学校(附设中职班),2205820020013422000220368
5338,集安市教师进修学校,2205820020013622000328364
5339,集安市卫生职业技术学校,2205820030013622000330365
5340,白山市财会职工中等专业学校,2206020010063622000007364
5341,白山市体育运动学校,2206020030023622000004362
5342,白山市第二中学,2206020030053422000009342
5343,通化师范学院白山分院(附设普通高中班),2206020030053622000009349
5344,通化师范学院白山分院(中等师范学校),2206020030053622000009363
5345,长白山职业技术学院,2206020030054122014190368
5346,吉林省中医药学校,2206020030063622000003362
5347,吉林省白山市农村成人中等专业学校,2206020030063622000006364
5348,白山市碧莹职业技术学校,2206020030063622000011365
5349,白山市林业职业高级中学,2206020030063622000014365
5350,白山市解放中学,2206020030073422000008341
5351,白山市第一中学,2206020040063422000131342
5352,白山市育才职业高级中学,2206020040063622000016365
5353,白山市工业学校,2206020050033622000005362
5354,白山职业技术学校(附设普通高中班),2206020050033622000013349
5355,白山职业技术学校(职业高中学校),2206020050033622000013365
5356,白山市建筑职业学校,2206020050033622000015365
5357,通化矿务局职工中等专业学校,2206020050053622000008364
5358,吉林省工程技师学院(附设普通高中班),2206020050063622000076349
5359,吉林省工程技师学院(其他中职机构),2206020050063622000076369
5360,白山市第七中学,2206050010013422000002342
5361,白山市第十四中学,2206050030013422000003342
5362,白山市第十九中学,2206051020053422000004342
5363,抚松县职业中等专业学校,2206211000023622000207365
5364,抚松县第一中学,2206211000033422000141342
5365,抚松县教师进修学校,2206211000053622000205364
5366,长白山第二高级中学校,2206211010013422000142342
5367,抚松县第六中学,2206211020043422000144342
5368,抚松县第五中学,2206211030043422000145342
5369,长白山第三高级中学,2206211203003422000143342
5370,长白山职业教育中心,2206211203013622000423365
5371,靖宇县教师进修学校,2206221000013622000170364
5372,靖宇县第一中学,2206221000083422000230342
5373,靖宇县第一职业高级中学,2206221000163622000169365
5374,靖宇县那尔轰农业高中,2206221032003622000171365
5375,长白朝鲜族自治县实验中学,2206231000013422000006342
5376,长白朝鲜族自治县职业高中,2206231000013622000001365
5377,长白朝鲜族自治县教师进修学校,2206231000013622000002364
5378,长白朝鲜族自治县朝鲜族中学,2206231000043422000007341
5379,临江市第一中学,2206810010043422000118342
5380,临江市教师进修学校,2206810030043622000177364
5381,临江市高级职业技术中学,2206810030043622000178365
5382,临江市第二中学,2206810050013422000119342
5383,松原市宁江区实验高级中学,2207020020023422001286342
5384,松原职业技术学院,2207020050014122013917368
5385,松原市孙进中等职业技术学校,2207020050023622000140362
5386,吉林油田第十一中学,2207020060023422000213342
5387,吉林省石油学校,2207020060023622000138362
5388,松原市外国语学校,2207020090013622000066362
5389,松原市公共关系学校,2207020110013622000153362
5390,松原市第二高级中学,2207020120013422000088342
5391,松原市中等专业学校(附设普通高中班),2207020140013622000141349
5392,松原市中等专业学校(中等技术学校),2207020140013622000141362
5393,松原市实验高级中学,2207020150033422000207342
5394,松原市宁江区教师进修学校,2207020150033622000374364
5395,吉林油田高级中学,2207020160023422000214342
5396,松原市油区教师进修学校,2207020160023622000150364
5397,吉林油田实验中学,2207020170023422000211341
5398,松原市卫生职工中等专业学校,2207020170023622000147364
5399,松原市宁江区善友中学,2207021465191071675999
5400,宁江区高级实验中学,2207021522820561324999
5401,松原市建新学校,2207022002063422000267345
5402,前郭县第二高级中学,2207211000033422000152342
5403,前郭县第五中学,2207211000053422000151342
5404,前郭县教师进修学校,2207211000063622000208364
5405,前郭县蒙古族中学,2207211000083422000149341
5406,前郭县第一职业技术学校,2207211000093622000204365
5407,前郭县长山镇中学,2207211010013422000025341
5408,前郭县第二高级职业中学,2207212052073622000206365
5409,长岭县第四中学,2207221000013422000153342
5410,长岭县职业教育中心,2207221000013622000212365
5411,长岭县教师进修学校,2207221000063622000213364
5412,长岭县第三中学,2207221000083422000148342
5413,长岭县第二中学,2207221000103422000147341
5414,乾安县第七中学,2207231000013422000210342
5415,乾安县育才艺术中学,2207231000013622000378365
5416,乾安县第四中学,2207231000053422000209342
5417,乾安县职业教育中心,2207231000063622000377365
5418,乾安县教师进修学校,2207231000063622000379364
5419,扶余市第二实验学校,2207811000023422000110345
5420,扶余市第一中学,2207811000023422000258342
5421,扶余市教师进修学校,2207811000023622000407364
5422,扶余市第三中学,2207811000053422000259342
5423,扶余市职业技术教育中心,2207811000053622000406365
5424,扶余市三井子职业高中,2207811062003622000404365
5425,扶余市大林子农业高中,2207811092003622000405365
5426,白城市第十四中学,2208020010043422000271342
5427,白城市实验高级中学,2208020030033422000014342
5428,白城市第一中学,2208020030063422000272342
5429,白城民办实验中学,2208020030063422000283341
5430,白城市洮北区教师进修学校,2208020040053622000136364
5431,白城市洮北区农业职业技术学校,2208020050013622000135365
5432,白城市第一职业高中,2208020080043622000137365
5433,白城市体育学校,2208020080043622000139365
5434,白城科泰风电技术中等职业学校,2208020080043622000416362
5435,白城市第四中学,2208020080063422000270342
5436,白城工业交通学校,2208020080063622000143362
5437,白城师范学院分院,2208020080063622000157369
5438,白城卫生职工中等专业学校,2208020080063622000161364
5439,吉林省畜牧业学校,2208020100023622000156362
5440,白城市星河艺术学校,2208020100043622000155362
5441,白城毓才实验中学,2208021490950245155999
5442,白城市职业技术教育中心,2208022002003622000149365
5443,白城市示范性综合实践基地,2208022002013422000273342
5444,镇赉县卫生职业技术培训中心,2208211000023622000412369
5445,镇赉县农村成人中等专业学校,2208211000033622000411364
5446,镇赉县第一中学校,2208211000063422000276342
5447,镇赉县技工学校,2208211000063622000409365
5448,镇赉县职业技术教育中心,2208211000093622000410365
5449,镇赉县蒙古族中学校,2208211000103422000274341
5450,镇赉县第三中学校,2208211000103422000275342
5451,镇赉县教师进修学校,2208211000103622000413364
5452,通榆县实验中学校,2208221000013422000100341
5453,通榆县教师进修学校,2208221000013622000142364
5454,通榆县职业教育集团管理中心,2208221000013622000144365
5455,通榆县第一中学校,2208221000023422000099342
5456,通榆县蒙古族学校,2208221000033422000102345
5457,洮南市教师进修学校,2208810010043622000300364
5458,洮南市中等职业技术学校,2208810020023622000301365
5459,洮南市职业教育中心,2208810020023622000304365
5460,洮南市第一中学,2208810030023422000269342
5461,洮南市第十中学,2208810030033422000268342
5462,大安市教师进修学校,2208820020023622000260364
5463,大安市职业教育中心,2208820020023622000261365
5464,大安市第二中学校,2208820030013422000164342
5465,大安市第六中学校,2208821010033422000165342
5466,大安市第三中学校,2208821457762755584999
5467,大安市第四中学校,2208821491227167743999
5468,大安市第一中学校,2208824004983422000166342
5469,延吉市外事外语职业高级中学,2224010010093622000397365
5470,延吉市第一高级中学,2224010010103422000238342
5471,延吉市职业高级中学,2224010020063622000396365
5472,延边第二高级中学,2224010020083422000223342
5473,延边第一高级中学,2224010020083422000225342
5474,延吉市教师进修学校,2224010020083622000393364
5475,延边卫生学校,2224010030033622000341362
5476,延边大学师范分院,2224010030053622000352369
5477,延边体育运动学校,2224010040093622000346362
5478,延边大学艺术学院,2224010040103622000348362
5479,延边白山职业技术学校,2224010050013622000367365
5480,延边财经学校,2224010050063622000343362
5481,延吉市第三高级中学,2224010050093422000242342
5482,延吉市第二高级中学,2224010060103422000245342
5483,延边工业学校,2224011002003622000339362
5484,延吉白山实验学校,2224011002103422000237341
5485,延吉国际合作技术学校,2224011012073622000394365
5486,图们市第一高级中学,2224020020013422000236342
5487,图们市教师进修学校,2224020020013622000382364
5488,图们市职业教育中心,2224020020013622000383365
5489,图们市第二高级中学,2224020030033422000235342
5490,敦化市教师进修学校,2224030010023622000408364
5491,延边聋人职业技术学校,2224030010033622000403369
5492,延边第三中学,2224030020033422000229341
5493,敦化市职业教育中心,2224030020033622000395365
5494,敦化市实验中学,2224030020063422000252342
5495,敦化市第二中学,2224030030093422000256341
5496,敦化市高级中学,2224030040013422000253342
5497,敦化市大石头镇中学,2224031000023422000250341
5498,敦化市黄泥河镇高级中学,2224031010033422000255342
5499,敦化市官地中学,2224031020013422000254341
5500,珲春市第二高级中学校,2224040020033422000232342
5501,珲春市教师进修学校,2224040020033622000375364
5502,珲春市第一高级中学,2224040020053422000231342
5503,珲春市职业高级中学,2224040030043622000376365
5504,龙井市龙井高级中学,2224050010023422000227342
5505,龙井市职业教育中心,2224050010023622000373365
5506,龙井市三中,2224050020013422000228342
5507,龙井市教师进修学校,2224050020063622000371364
5508,和龙市第一高级中学,2224060010033422000239342
5509,和龙市教师进修学校,2224060030013622000392364
5510,和龙市职业中等专业学校,2224060030023622000385365
5511,和龙市第七中学校,2224060030033422000241341
5512,和龙高级中学,2224060030043422000240342
5513,汪清县汪清第四中学,2224240060013422000246342
5514,汪清县汪清第六中学,2224240070013422000248342
5515,汪清县教师进修学校,2224240070033622000398364
5516,汪清县第一职业技术高中,2224240090013622000400365
5517,汪清县汪清第二中学,2224240100013422000247342
5518,长白山第一高级中学校,2224261201153422000257342
5519,安图县第二中学,2224261980023422000234342
5520,安图县职业教育中心,2224261980023622000399365
5521,安图县教师进修学校,2224261980023622000401364
5522,安图县第一中学,2224261980033422000233342
5523,哈尔滨市第一中学校,2301020010033423000145342
5524,哈尔滨市卫生学校,2301020010033623000258362
5525,哈尔滨市汽车职业高级中学校,2301020040033623000144365
5526,哈尔滨市田家炳高级实验中学校,2301020060073423000229342
5527,哈尔滨市第三中学校群力校区,2301020070053423000156342
5528,哈尔滨市民族科技高级职业中学校,2301020100053623000151365
5529,哈尔滨市第四十中学校,2301020120043423000162342
5530,哈尔滨市道里区教师进修学校,2301020140013623000140364
5531,哈尔滨市第五中学校,2301020140023423000164341
5532,哈尔滨女子职业技术学校,2301020150013623000327362
5533,黑龙江省医药职工中等专业学校,2301020150073623000466364
5534,哈尔滨市第十八中学校,2301020160013423000167342
5535,哈尔滨市现代服务中等职业技术学校,2301020160013623000139365
5536,哈尔滨市滨才交通服务中等职业技术学校,2301020190023623000004362
5537,哈尔滨轻工业学校,2301020190043623000257362
5538,哈尔滨市奔赛中学校,2301021022033423000149342
5539,黑龙江旅游商务学校,2301021022053623000521362
5540,哈尔滨市第二十六中学校,2301021022083423000161341
5541,哈尔滨市第十四中学,2301021546838751118999
5542,哈尔滨市南岗中学校,2301030020073423000320342
5543,黑龙江省实验中学校,2301030030073423000317342
5544,哈尔滨市美苑艺术高级中学校,2301030040023623000367365
5545,哈尔滨市第二职业中学校,2301030050033623000161365
5546,哈尔滨市特殊教育学校,2301030050035123000042368
